CryoSleep,RoomService,Spa,VRDeck,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0,-0.340589866958155,-0.2366495928542356,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,1,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,0.385787754682603,-0.24960847390243449,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.2829880503137971,-0.27666342233874663,-1.0032426156241308e-16,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.019232363573842226,-0.27666342233874663,-0.2575506277362203,0,0,0,1,0,0,1
0,0.24755499772634199,0.0870178278649205,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.33755819239792567,4.6823838451083235,-0.20901524319641815,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,1,0,0,1,0,0,1
0,0.3218310244519615,3.714049171583156,-0.021050935796820696,0,0,1,0,0,0,1
0,-0.33907402967804035,0.00610097268513148,-0.0510546280577893,0,1,0,0,1,0,0
0,-0.2708613520728796,0.6080868073743311,0.8375841397891338,0,0,1,0,0,0,1
0,0.5795233620714575,0.020328112057402075,-0.04752478190944005,0,0,0,1,0,1,0
0,1.0812655017894177,-0.2659930678095437,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.7450230238324356,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.09259980670999579,-0.2134275508818547,0,1,0,0,1,0,0
-1,-0.340589866958155,0.2817517980228743,-0.26902262771835533,0,1,0,0,0,0,1
0,2.3121253732425404,-0.27666342233874663,-0.20195555089971964,0,1,0,0,0,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.2072503201222435,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.29775732981667874,-0.2646103200329188,1,1,0,0,0,0,1
0,4.308268671919345e-17,3.3041297184196092,1.0017219856873738,0,0,1,0,0,0,1
0,-0.3011780976751733,-0.18596540884052157,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,2.1037148338842773,-0.019286012722646073,0,0,1,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.20901524319641815,1,1,0,0,1,0,0
0,1.8467633282473326,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,0.6578817951772782,-1.0032426156241308e-16,1,0,1,0,1,0,0
0,2.19237422811348,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,2.71988560159339,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,0.2586326965429346,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.2054853970480689,0,1,0,0,0,1,0
0,0.48705728798446185,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,1.7148854848773551,-0.2651038715987768,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.06123113775268004,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,1.652892355025453,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.8410562145952621,-0.26372785849583147,1,0,1,0,1,0,0
0,-0.33755819239792567,-0.27132824507414516,-0.09429524337506759,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,0.34399553277655814,-0.2054853970480689,0,0,1,0,0,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26725770464418075,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.340589866958155,-0.052585977225484734,0.23398044842141244,0,1,0,0,0,0,1
0,-0.340589866958155,-0.09526739534229653,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,1.4359714253362534,-5.0544952658066925e-17,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.26782967751265024,-0.2535443208588069,-0.1331235510069093,0,1,0,0,0,0,1
0,-0.33755819239792567,0.17682664515237864,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27577422612797975,-0.26637524310709343,0,1,0,0,1,0,0
0,-0.340589866958155,-0.1521759528313789,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.3269473314371229,-0.2748850299172128,0.5057786018443046,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,0.49615231166514995,-0.2722174412849121,-1.0032426156241308e-16,0,0,0,1,1,0,0
0,-0.3087572840757467,-0.27666342233874663,-1.0032426156241308e-16,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,1,0,0
-1,3.506605149972911,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.03287489909487437,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,3.0427060324541366,-0.18165893554671148,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.19961699990748952,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,0.3945912138974662,-0.27666342233874663,-0.268140166181268,0,1,0,0,0,0,1
0,-0.2829880503137971,-0.23487120043270177,-0.1622447817307906,1,1,0,0,0,0,1
0,0.14447806267854355,4.165760846652747,-0.19401339706593385,0,0,1,0,1,0,0
0,-0.33755819239792567,-0.2748850299172128,0.7484555245433153,0,0,1,0,0,0,1
0,-0.340589866958155,-5.0544952658066925e-17,0.5781404478854641,0,1,0,0,0,0,0
0,0.7220120664022377,-0.26954985265261133,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.3475523176196258,-0.268140166181268,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.20552772547739365,0.30810721753674664,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,0.3945912138974662,-0.23398200422193485,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.340589866958155,0.4097960523733097,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.4969539864734315,1,1,0,0,0,0,1
0,0.5931658975924897,-0.08993221807769505,0.1501466023981178,0,0,0,1,0,0,1
0,3.1731209483476808,-0.20463852926662673,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.08138169205854423,-0.2722174412849121,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.2677714602310775,0.41753244813557333,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,0.02472691754948358,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,1,0
0,-0.3011780976751733,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.340589866958155,-0.20108174442355908,3.234349674518273,0,0,1,0,1,0,0
0,-0.3102731213558614,-0.27666342233874663,10.005477048589217,0,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,0.06454783330064856,0,1,0,0,0,0,1
0,0.056559500431891924,3.4801905681514578,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.08192945218079284,-1.0032426156241308e-16,0,1,0,0,0,0,1
0,-0.3223998195967788,-0.22509004211426573,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.3102731213558614,-0.2588794981234084,-0.26902262771835533,1,0,0,1,0,0,1
-1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.336042355117811,-0.26954985265261133,-0.024580781945169945,0,1,0,0,0,0,1
0,0.30515681437069997,-0.27666342233874663,0.23221552534723783,0,1,0,0,1,0,0
0,-0.340589866958155,-5.0544952658066925e-17,1.2920518313890994,0,1,0,0,0,0,1
0,-0.340589866958155,0.043447213537341794,-0.04134755114982887,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,0.0686861986728094,-5.0544952658066925e-17,-0.2646103200329188,0,1,0,0,0,1,0
0,-0.07683418021820018,-0.27666342233874663,-0.21431001241894201,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,6.962749668712165,0,0,1,0,1,0,0
0,-0.340589866958155,2.415822703863464,3.056092444026636,0,0,1,0,1,0,0
0,1.1904057859576749,-0.2677714602310775,-0.26902262771835533,1,1,0,0,0,0,1
0,1.945292751454787,-0.27577422612797975,-0.26902262771835533,0,1,0,0,1,0,0
0,1.7315596949586167,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.340589866958155,3.691819266313983,-0.23901893545738676,0,0,1,0,0,0,1
0,1.7467180677597636,-0.25710110570187455,-0.26902262771835533,1,0,0,1,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,0.32443321613968606,2.3112949067249446,0,0,1,0,0,0,1
0,-0.340589866958155,-0.2099737065312282,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,1.6603153427932265,-0.25532271328034073,-0.26902262771835533,0,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.3269473314371229,0.8339426449091268,-0.12076908948768694,0,0,1,0,1,0,0
0,-0.340589866958155,7.836362804698561,-0.2654927815700061,0,0,1,0,0,0,1
0,-0.340589866958155,0.2559651079106338,-0.26372785849583147,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,3.35570309864409,-0.2593155508103949,0,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.340589866958155,-0.21797647242813042,-0.19489585860302114,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,0,1
0,1.7285280203983873,-0.08993221807769505,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.340589866958155,0.12703165734943156,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.1465626951034756,-0.27666342233874663,-0.2646103200329188,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,1,0
0,-0.340589866958155,-0.2579903019126415,-0.24872601236534717,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.340589866958155,0.5164995976653391,-0.26725770464418075,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.5022156607856088,1.136269356569877,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,1.7952248607234333,1.0144494756948101,3.0684469055458585,0,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.3193681450365495,0.48537773028849723,-0.26902262771835533,0,1,0,0,0,0,1
0,1.6148402243897861,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
-1,0.5886183857521456,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.33907402967804035,0.2613002851752353,-0.26902262771835533,0,1,0,0,1,0,0
0,4.308268671919345e-17,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.9842168045287351,0.8243472167328242,0,0,1,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.10576724335720264,0,1,0,0,0,0,1
0,-0.2996622603950586,-5.0544952658066925e-17,-0.26902262771835533,1,1,0,0,0,0,1
0,0.993346939542766,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
0,0.831152350570495,-0.27132824507414516,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.08548623702386049,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,0
0,3.3216730017989193,-0.27577422612797975,0.13867460241598276,1,0,1,0,0,0,1
0,-0.340589866958155,0.4916021037638656,-0.23990139699447405,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,0.2959789373951449,-0.26902262771835533,0,1,0,0,0,0,1
0,0.5370799182282464,-0.27666342233874663,-0.17371678171292565,0,0,0,1,0,0,1
0,-0.336042355117811,-0.27666342233874663,-0.23372416623486286,0,1,0,0,0,0,1
0,-0.340589866958155,6.675072553436974,-0.1843063201579734,0,0,1,0,0,0,1
0,0.3627586310150579,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.19307897852665687,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,0.3248739867414056,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,1,0
0,-0.046517434615906524,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.9006323607166453,-0.26902262771835533,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,0,0,1
-1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,0,1
0,2.346989630685178,-0.27666342233874663,-0.26637524310709343,0,0,0,1,0,0,1
0,4.308268671919345e-17,0.33688196309042284,0.1633835254544275,1,1,0,0,0,0,1
0,-0.340589866958155,0.32443321613968606,-0.26902262771835533,0,1,0,0,0,0,1
-1,-0.340589866958155,-0.2242008459034988,3.36671890508137,0,1,0,0,0,0,1
0,0.8235731641699215,-0.27577422612797975,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,0,1
0,0.7386862764834993,-0.27666342233874663,-1.0032426156241308e-16,0,1,0,0,0,0,1
0,-0.340589866958155,-0.021464109848642804,0.4201798327468353,0,1,0,0,0,0,1
0,0.9539351702597842,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
0,-0.340589866958155,-0.27666342233874663,-0.2646103200329188,0,1,0,0,0,0,1
0,0.9539351702597842,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.32997900599735225,0.5031616545038354,-0.26902262771835533,0,1,0,0,0,0,0
0,-0.340589866958155,2.0797065361935707,1.1084998316749386,0,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,0.9145234009768025,-0.23487120043270177,0.764339832210887,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.10203461883533242,-0.27666342233874663,-0.26637524310709343,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.31178895863597605,-5.0544952658066925e-17,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
0,-0.340589866958155,2.5091883059939892,1.890360753534297,0,0,1,0,0,0,1
0,-0.3269473314371229,-0.27666342233874663,0.37429183281829503,0,1,0,0,0,0,1
0,-0.3239156568768935,0.46670460986239204,-0.26108047388456956,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.28905139943425584,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.17081609158531053,-0.27666342233874663,0.26574906375655566,0,1,0,0,0,0,1
0,-0.340589866958155,0.22662163295532572,-0.08547062800419447,0,1,0,0,0,0,1
0,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-5.0544952658066925e-17,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.3345265178376963,-0.27666342233874663,2.1639238300313637,0,1,0,0,0,0,1
0,0.8099306286488893,-5.0544952658066925e-17,-0.23372416623486286,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,0.0035051956278780187,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.05925306407812469,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,1.8695008874490529,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,0,1
0,-0.3314948432774669,0.12169648008483008,-0.2213697047156405,0,1,0,0,1,0,0
0,0.5719441756708841,-0.19752495958049143,-0.20813278165933083,0,1,0,0,0,0,0
0,-0.340589866958155,-0.27666342233874663,-0.18607124323214802,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,1,0
0,0.4567405423821682,-0.13350283240527375,-1.0032426156241308e-16,0,1,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,-0.1370596172483414,0.29928260216587355,0,1,0,0,0,0,1
0,0.49918398622537935,-0.27666342233874663,-0.026345705019344568,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
0,-0.29359891127459986,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,0,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,-0.2526713047115034,-5.0544952658066925e-17,-0.26902262771835533,0,1,0,0,0,0,1
0,4.308268671919345e-17,0.5209455787191737,-0.26902262771835533,0,1,0,0,0,0,1
0,1.1737315758764133,-0.27666342233874663,-0.2593155508103949,0,0,0,1,0,0,1
0,-0.1298884850222141,0.22751082916609264,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,0.20617012010768676,-1.0032426156241308e-16,0,1,0,0,0,0,1
0,-0.340589866958155,-0.19307897852665687,0.0521933717814262,0,1,0,0,0,0,1
0,0.8053831168085454,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,2.900434638731431,2.945784751890722,0,0,1,0,0,0,1
0,-0.340589866958155,-0.27666342233874663,0.846408755160007,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,0,1,0,0,0,1,0
0,0.6932111580800587,-0.27666342233874663,-0.25402078158787106,0,1,0,0,1,0,0
0,3.591492037659333,-0.27666342233874663,-0.26902262771835533,0,1,0,0,1,0,0
0,0.49615231166514995,-0.27666342233874663,-0.268140166181268,0,1,0,0,0,0,1
0,0.5446591046288198,-0.27666342233874663,0.27898598681286535,0,1,0,0,0,0,1
0,6.454908659795969,-0.27666342233874663,0.17220814082530062,0,0,0,1,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
0,-0.33755819239792567,-0.27666342233874663,0.9584813703700956,0,1,0,0,0,1,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.24357628103081533,0.3102060767674155,-0.26902262771835533,0,1,0,0,0,0,1
0,-0.340589866958155,-0.24731994738343854,0.2772210637386907,0,1,0,0,1,0,0
0,-0.11624594950118194,0.44180711596091854,-0.26902262771835533,0,1,0,0,0,0,1
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,0.07171787323303876,0.669441345917248,0.09984629478414103,0,1,0,0,0,0,1
0,0.9827360785819632,-0.27666342233874663,-0.26637524310709343,0,1,0,0,0,0,1
0,0.1308355271575114,-0.07036990144082297,-0.26902262771835533,0,0,0,1,0,0,1
0,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,0,1,0,0,1
0,-0.340589866958155,0.15103995504013817,-0.26725770464418075,0,0,0,0,0,0,1
0,-0.340589866958155,0.20439172768615294,-0.05899678189157511,0,1,0,0,0,0,1
0,-0.340589866958155,9.505384092308056,-0.2646103200329188,0,0,0,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
0,-0.28601972487402644,0.062120333963446954,0.4395939865627561,0,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,1,0,0
1,-0.340589866958155,-0.27666342233874663,-0.26902262771835533,1,0,1,0,0,0,1
