Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,IsGarageIncluded
390,6,96.0,12474.0,10,5,2007,2008,272.0,1280.0,0.0,402.0,1682.0,1742.0,590.0,0.0,2332.0,1,0,2,1,3,1,9,1,2008,3,846.0,196.0,134.0,0.0,0.0,0.0,0.0,0.0,8,2008,426000.0,True
391,5,50.0,8405.0,5,8,1900,1950,0.0,241.0,391.0,229.0,861.0,961.0,406.0,0.0,1367.0,1,0,1,0,4,1,7,0,1978,1,384.0,0.0,130.0,112.0,0.0,0.0,0.0,0.0,4,2008,119000.0,True
392,6,71.0,12209.0,6,5,2001,2002,0.0,690.0,0.0,114.0,804.0,804.0,1157.0,0.0,1961.0,1,0,2,1,3,1,7,1,2001,2,560.0,125.0,192.0,0.0,0.0,0.0,0.0,0.0,6,2009,215000.0,True
393,2,70.04995836802665,8339.0,5,7,1959,1959,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,882.0,0,0,1,0,3,1,5,0,1959,1,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,7,2007,106500.0,True
394,3,70.04995836802665,7446.0,4,5,1941,1950,0.0,266.0,0.0,522.0,788.0,788.0,0.0,0.0,788.0,0,0,1,0,2,1,4,2,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,100000.0,False
395,5,60.0,10134.0,5,6,1940,1950,0.0,0.0,0.0,735.0,735.0,735.0,299.0,0.0,1034.0,0,0,1,0,2,1,5,0,1940,1,240.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,7,2007,109000.0,True
396,2,68.0,9571.0,5,6,1956,1956,0.0,739.0,0.0,405.0,1144.0,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,6,0,1956,1,596.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,129000.0,True
397,2,60.0,7200.0,5,5,1972,1972,0.0,777.0,0.0,117.0,894.0,894.0,0.0,0.0,894.0,0,0,1,0,2,1,6,0,1985,2,600.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,123000.0,True
398,6,69.0,7590.0,5,5,1962,1962,288.0,540.0,0.0,324.0,864.0,876.0,936.0,0.0,1812.0,0,0,2,0,4,1,8,1,1962,1,264.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,7,2007,169500.0,True
399,3,60.0,8967.0,5,2,1920,1950,0.0,0.0,0.0,961.0,961.0,1077.0,0.0,0.0,1077.0,0,0,1,0,2,1,6,0,1920,1,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,67000.0,True
400,6,65.0,8125.0,7,5,2006,2007,100.0,812.0,0.0,280.0,1092.0,1112.0,438.0,0.0,1550.0,1,0,2,0,2,1,7,0,2007,2,438.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,10,2009,241000.0,True
401,12,38.0,14963.0,8,5,1996,1996,0.0,786.0,0.0,474.0,1260.0,1288.0,0.0,0.0,1288.0,1,0,1,1,1,1,4,2,1996,2,500.0,120.0,30.0,0.0,0.0,224.0,0.0,0.0,12,2008,245500.0,True
402,2,65.0,8767.0,7,5,2005,2005,0.0,24.0,0.0,1286.0,1310.0,1310.0,0.0,0.0,1310.0,0,0,2,0,3,1,6,1,2005,2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,164990.0,True
403,3,60.0,10200.0,5,8,1940,1997,0.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,672.0,0,0,1,0,2,1,4,0,1940,1,240.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,108000.0,True
404,6,93.0,12090.0,8,5,1998,1998,650.0,0.0,0.0,1141.0,1141.0,1165.0,1098.0,0.0,2263.0,0,0,2,1,4,1,10,1,1998,2,420.0,144.0,123.0,0.0,0.0,0.0,0.0,0.0,7,2006,258000.0,True
405,6,70.04995836802665,10364.0,6,5,1995,1996,0.0,0.0,0.0,806.0,806.0,806.0,766.0,0.0,1572.0,0,0,2,1,3,1,7,1,1995,2,373.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5,2007,168000.0,True
406,2,70.04995836802665,9991.0,4,4,1976,1993,0.0,1116.0,0.0,165.0,1281.0,1620.0,0.0,0.0,1620.0,1,0,2,0,3,1,8,1,1993,2,490.0,120.0,78.0,0.0,0.0,0.0,0.0,0.0,6,2009,150000.0,True
407,5,51.0,10480.0,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166.0,0.0,473.0,1639.0,0,0,1,0,3,1,6,0,1936,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,115000.0,True
408,7,63.0,15576.0,6,7,1915,1976,0.0,0.0,0.0,840.0,840.0,840.0,840.0,0.0,1680.0,0,0,2,0,4,1,8,0,1960,1,308.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,3,2008,177000.0,True
409,6,109.0,14154.0,7,5,2006,2006,350.0,0.0,0.0,1063.0,1063.0,1071.0,1101.0,0.0,2172.0,0,0,2,1,3,1,9,1,2006,3,947.0,192.0,62.0,0.0,0.0,0.0,0.0,0.0,8,2007,280000.0,True
410,6,85.0,10800.0,8,5,2007,2008,100.0,789.0,0.0,245.0,1034.0,1050.0,1028.0,0.0,2078.0,1,0,2,1,3,1,8,1,2008,3,836.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,4,2008,339750.0,True
411,2,68.0,9571.0,5,3,1958,1958,0.0,0.0,0.0,1276.0,1276.0,1276.0,0.0,0.0,1276.0,0,0,1,0,3,1,5,0,1958,1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,60000.0,True
412,19,100.0,34650.0,5,5,1955,1955,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1,0,1,0,3,1,5,0,1955,2,572.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2006,145000.0,True
413,2,70.04995836802665,4403.0,7,5,2009,2009,432.0,578.0,0.0,892.0,1470.0,1478.0,0.0,0.0,1478.0,1,0,2,1,2,1,7,1,2009,2,484.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,6,2010,222000.0,True
414,3,56.0,8960.0,5,6,1927,1950,0.0,0.0,0.0,1008.0,1008.0,1028.0,0.0,0.0,1028.0,0,0,1,0,2,1,5,1,1927,2,360.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,3,2010,115000.0,True
415,6,59.0,11228.0,7,5,1993,1993,0.0,50.0,531.0,499.0,1080.0,1080.0,1017.0,0.0,2097.0,0,1,2,1,3,1,9,1,1993,3,678.0,196.0,187.0,0.0,0.0,0.0,0.0,0.0,12,2008,228000.0,True
416,2,73.0,8899.0,7,5,2007,2007,0.0,24.0,0.0,1316.0,1340.0,1340.0,0.0,0.0,1340.0,0,0,2,0,3,1,6,0,2007,2,396.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,8,2007,181134.0,True
417,6,74.0,7844.0,6,7,1978,1978,203.0,209.0,0.0,463.0,672.0,672.0,728.0,0.0,1400.0,0,0,1,1,3,1,6,1,1978,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,149500.0,True
418,7,86.0,22420.0,6,6,1918,1950,0.0,1128.0,0.0,242.0,1370.0,1370.0,1254.0,0.0,2624.0,1,0,2,1,4,1,10,1,1918,3,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,239000.0,True
419,5,60.0,8160.0,5,6,1940,1950,0.0,312.0,0.0,444.0,756.0,756.0,378.0,0.0,1134.0,1,0,1,1,3,1,7,0,1940,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,126000.0,True
420,2,65.0,8450.0,5,6,1968,1968,0.0,775.0,0.0,281.0,1056.0,1056.0,0.0,0.0,1056.0,1,0,1,0,3,1,6,1,1968,1,304.0,0.0,85.0,184.0,0.0,0.0,0.0,0.0,7,2010,142000.0,True
421,9,78.0,7060.0,7,5,1997,1998,200.0,1309.0,0.0,35.0,1344.0,1344.0,0.0,0.0,1344.0,2,0,2,0,2,2,8,0,1997,4,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,206300.0,True
422,2,70.04995836802665,16635.0,6,7,1977,2000,126.0,1246.0,0.0,356.0,1602.0,1602.0,0.0,0.0,1602.0,0,1,2,0,3,1,8,1,1977,2,529.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,215000.0,True
423,2,100.0,21750.0,5,5,1954,1954,0.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,988.0,0,0,1,0,2,1,4,0,1954,2,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2008,113000.0,True
424,6,80.0,9200.0,8,5,1998,1998,473.0,986.0,0.0,484.0,1470.0,1470.0,1160.0,0.0,2630.0,1,0,2,1,4,1,8,1,1998,3,696.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6,2008,315000.0,True
425,2,72.0,9000.0,6,5,1956,1956,74.0,616.0,0.0,580.0,1196.0,1196.0,0.0,0.0,1196.0,1,0,1,0,2,1,6,1,1956,1,297.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5,2008,139000.0,True
426,6,60.0,3378.0,7,8,1946,1992,0.0,0.0,0.0,651.0,651.0,707.0,682.0,0.0,1389.0,0,0,1,1,3,1,6,2,1947,1,240.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,9,2009,135000.0,True
427,8,70.04995836802665,12800.0,7,5,1989,1989,145.0,1518.0,0.0,0.0,1518.0,1644.0,0.0,0.0,1644.0,1,1,2,0,2,1,5,1,1989,2,569.0,80.0,0.0,0.0,0.0,396.0,0.0,0.0,8,2009,275000.0,True
428,2,77.0,8593.0,4,6,1957,1957,0.0,288.0,0.0,619.0,907.0,907.0,0.0,0.0,907.0,0,0,1,0,3,1,5,0,1964,1,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,109008.0,True
429,2,64.0,6762.0,7,5,2007,2007,108.0,664.0,0.0,544.0,1208.0,1208.0,0.0,0.0,1208.0,1,0,2,0,2,1,6,0,2007,2,628.0,105.0,54.0,0.0,0.0,0.0,0.0,0.0,9,2007,195400.0,True
430,2,130.0,11457.0,6,5,1988,1988,0.0,1005.0,0.0,387.0,1392.0,1412.0,0.0,0.0,1412.0,1,0,2,0,3,1,6,1,1988,2,576.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,3,2009,175000.0,True
431,16,21.0,1680.0,6,5,1971,1971,232.0,387.0,0.0,96.0,483.0,483.0,504.0,0.0,987.0,0,0,1,1,2,1,4,0,1971,1,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,85400.0,True
432,5,60.0,5586.0,6,7,1920,1998,0.0,0.0,0.0,901.0,901.0,1088.0,110.0,0.0,1198.0,0,0,1,0,4,1,7,0,-1,0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,9,2008,79900.0,False
433,16,24.0,1920.0,5,5,1971,1971,376.0,471.0,0.0,294.0,765.0,765.0,600.0,0.0,1365.0,1,0,1,1,2,1,6,0,1971,2,440.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,8,2007,122500.0,True
434,6,100.0,10839.0,6,5,1997,1998,0.0,0.0,0.0,926.0,926.0,926.0,678.0,0.0,1604.0,0,0,2,1,3,1,7,1,1997,2,470.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,7,2008,181000.0,True
435,18,21.0,1890.0,4,7,1972,1972,0.0,495.0,0.0,135.0,630.0,630.0,0.0,0.0,630.0,1,0,1,0,1,1,3,0,-1,0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,81000.0,False
436,6,43.0,10667.0,7,6,1996,1996,0.0,385.0,344.0,70.0,799.0,827.0,834.0,0.0,1661.0,1,0,2,1,3,1,6,1,1996,2,550.0,158.0,61.0,0.0,0.0,0.0,0.0,0.0,4,2009,212000.0,True
437,5,40.0,4400.0,6,8,1920,1950,0.0,0.0,0.0,648.0,648.0,734.0,384.0,0.0,1118.0,0,0,1,0,2,1,6,0,1990,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,116000.0,True
438,4,50.0,6000.0,6,7,1926,2004,0.0,0.0,0.0,884.0,884.0,904.0,0.0,0.0,904.0,0,0,1,0,2,1,4,0,1926,1,180.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1,2009,119000.0,True
439,3,40.0,4280.0,5,6,1913,2002,0.0,365.0,0.0,75.0,440.0,694.0,0.0,0.0,694.0,0,0,1,0,2,1,4,1,1990,1,352.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3,2007,90350.0,True
440,5,67.0,12354.0,6,8,1920,2000,0.0,0.0,0.0,684.0,684.0,684.0,512.0,0.0,1196.0,0,0,1,0,3,1,7,0,2005,2,528.0,0.0,46.0,0.0,0.0,0.0,0.0,800.0,8,2009,110000.0,True
441,2,105.0,15431.0,10,5,2008,2008,200.0,1767.0,539.0,788.0,3094.0,2402.0,0.0,0.0,2402.0,1,0,2,0,2,1,10,2,2008,3,672.0,0.0,72.0,0.0,0.0,170.0,0.0,0.0,4,2009,555000.0,True
442,9,92.0,12108.0,4,4,1955,1955,270.0,133.0,0.0,1307.0,1440.0,1440.0,0.0,0.0,1440.0,0,0,2,0,4,2,8,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2008,118000.0,False
443,5,52.0,6240.0,5,7,1930,1992,0.0,0.0,0.0,1078.0,1078.0,1128.0,445.0,0.0,1573.0,0,0,2,0,3,1,8,1,1930,2,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,162900.0,True
444,12,53.0,3922.0,7,5,2006,2007,72.0,0.0,0.0,1258.0,1258.0,1258.0,0.0,0.0,1258.0,0,0,2,0,2,1,6,1,2007,3,648.0,144.0,16.0,0.0,0.0,0.0,0.0,0.0,6,2007,172500.0,True
445,6,70.0,8750.0,7,5,1994,1995,0.0,642.0,0.0,273.0,915.0,933.0,975.0,0.0,1908.0,1,0,2,1,4,1,8,1,1994,2,493.0,144.0,133.0,0.0,0.0,0.0,0.0,0.0,7,2008,210000.0,True
446,2,73.0,9855.0,6,5,1956,1956,0.0,0.0,0.0,1436.0,1436.0,1689.0,0.0,0.0,1689.0,0,0,1,0,3,1,7,1,1956,2,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2009,127500.0,True
447,2,137.0,16492.0,6,6,1966,2002,0.0,247.0,713.0,557.0,1517.0,1888.0,0.0,0.0,1888.0,0,0,2,1,2,1,6,1,1966,2,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,190000.0,True
448,6,70.04995836802665,11214.0,7,5,1998,1999,0.0,0.0,0.0,930.0,930.0,956.0,930.0,0.0,1886.0,0,0,2,1,4,1,10,1,1998,2,431.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,199900.0,True
449,5,50.0,8600.0,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780.0,596.0,0.0,1376.0,0,0,2,0,3,1,7,1,1937,1,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,119500.0,True
450,5,50.0,6000.0,3,7,1948,2002,0.0,331.0,0.0,318.0,649.0,679.0,504.0,0.0,1183.0,0,0,1,1,2,1,6,0,1981,1,308.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,6,2007,120000.0,True
451,3,70.0,5684.0,6,8,1930,2005,0.0,0.0,0.0,813.0,813.0,813.0,0.0,0.0,813.0,0,0,1,0,2,1,5,0,1932,1,270.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,6,2006,110000.0,True
452,2,62.0,70761.0,7,5,1975,1975,0.0,655.0,0.0,878.0,1533.0,1533.0,0.0,0.0,1533.0,1,0,2,0,2,1,5,2,1975,2,576.0,200.0,54.0,0.0,0.0,0.0,0.0,0.0,12,2006,280000.0,True
453,6,70.04995836802665,9303.0,6,5,1996,1997,42.0,742.0,0.0,130.0,872.0,888.0,868.0,0.0,1756.0,1,0,2,1,3,1,7,0,1996,2,422.0,144.0,122.0,0.0,0.0,0.0,0.0,0.0,7,2007,204000.0,True
454,6,75.0,9000.0,8,5,2008,2008,0.0,0.0,0.0,768.0,768.0,786.0,804.0,0.0,1590.0,0,0,2,1,3,1,6,0,2008,2,676.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6,2009,210000.0,True
455,9,63.0,9297.0,5,5,1976,1976,0.0,1606.0,0.0,122.0,1728.0,1728.0,0.0,0.0,1728.0,2,0,2,0,4,2,8,0,1976,2,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,188000.0,True
456,2,80.0,9600.0,7,6,1973,1973,320.0,916.0,0.0,326.0,1242.0,1242.0,0.0,0.0,1242.0,0,0,1,1,3,1,6,1,1973,2,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2007,175500.0,True
457,7,34.0,4571.0,5,5,1916,1950,0.0,0.0,0.0,624.0,624.0,624.0,720.0,0.0,1344.0,0,0,1,0,4,1,7,0,1916,3,513.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,5,2008,98000.0,True
458,2,70.04995836802665,53227.0,4,6,1954,1994,0.0,1116.0,0.0,248.0,1364.0,1663.0,0.0,0.0,1663.0,1,0,1,0,2,1,6,2,1954,2,529.0,224.0,137.0,0.0,0.0,0.0,0.0,0.0,3,2008,256000.0,True
459,7,70.04995836802665,5100.0,8,7,1925,1996,0.0,0.0,0.0,588.0,588.0,833.0,833.0,0.0,1666.0,0,0,1,0,3,1,7,1,1925,1,228.0,192.0,63.0,0.0,0.0,0.0,0.0,0.0,6,2008,161000.0,True
460,5,70.04995836802665,7015.0,5,4,1950,1950,161.0,185.0,0.0,524.0,709.0,979.0,224.0,0.0,1203.0,1,0,1,0,3,1,5,1,1950,1,352.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,7,2009,110000.0,True
461,6,75.0,8004.0,8,5,2009,2009,110.0,544.0,0.0,288.0,832.0,832.0,1103.0,0.0,1935.0,1,0,2,1,3,1,8,0,2009,2,552.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12,2009,263435.0,True
462,7,60.0,7200.0,7,9,1936,2007,0.0,350.0,210.0,0.0,560.0,575.0,560.0,0.0,1135.0,1,0,1,0,3,1,6,0,1971,2,576.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,155000.0,True
463,2,60.0,8281.0,5,5,1965,1965,0.0,553.0,311.0,0.0,864.0,864.0,0.0,0.0,864.0,0,0,1,0,3,1,5,1,1965,1,360.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,12,2009,62383.0,True
464,7,74.0,11988.0,6,7,1934,1995,0.0,326.0,0.0,389.0,715.0,849.0,811.0,0.0,1660.0,0,0,1,1,3,1,6,1,1939,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,188700.0,True
465,2,60.0,8430.0,5,5,1978,1978,136.0,616.0,0.0,424.0,1040.0,1040.0,0.0,0.0,1040.0,0,0,2,0,3,1,5,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,124000.0,False
466,12,70.04995836802665,3072.0,7,5,2004,2004,18.0,0.0,0.0,1375.0,1375.0,1414.0,0.0,0.0,1414.0,0,0,2,0,2,1,6,1,2004,2,398.0,144.0,20.0,0.0,0.0,0.0,0.0,0.0,5,2006,178740.0,True
467,2,85.0,10628.0,7,5,1970,1970,0.0,778.0,0.0,499.0,1277.0,1277.0,0.0,0.0,1277.0,1,0,1,0,2,1,5,1,1970,2,526.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,4,2007,167000.0,True
468,7,79.0,9480.0,5,7,1942,1995,224.0,386.0,0.0,342.0,728.0,888.0,756.0,0.0,1644.0,0,0,1,1,3,1,7,2,1942,1,312.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,146500.0,True
469,2,98.0,11428.0,8,5,2006,2006,248.0,0.0,0.0,1626.0,1626.0,1634.0,0.0,0.0,1634.0,0,0,2,0,3,1,7,1,2006,3,866.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5,2007,250000.0,True
470,6,76.0,9291.0,6,5,1993,1993,120.0,426.0,0.0,406.0,832.0,832.0,878.0,0.0,1710.0,0,0,2,1,3,1,7,0,1993,2,506.0,144.0,70.0,0.0,0.0,0.0,0.0,0.0,6,2008,187000.0,True
471,12,70.04995836802665,6820.0,8,5,1985,1985,0.0,368.0,1120.0,0.0,1488.0,1502.0,0.0,0.0,1502.0,1,0,1,1,1,1,4,0,1985,2,528.0,0.0,54.0,0.0,0.0,140.0,0.0,0.0,6,2010,212000.0,True
472,6,92.0,11952.0,7,6,1977,1977,0.0,0.0,0.0,808.0,808.0,1161.0,808.0,0.0,1969.0,0,0,2,1,3,1,8,1,1977,2,534.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,11,2007,190000.0,True
473,18,35.0,3675.0,6,5,2005,2005,80.0,459.0,0.0,88.0,547.0,1072.0,0.0,0.0,1072.0,1,0,1,0,2,1,5,0,2005,2,525.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6,2008,148000.0,True
474,2,110.0,14977.0,8,5,2006,2007,304.0,1350.0,0.0,626.0,1976.0,1976.0,0.0,0.0,1976.0,1,0,2,0,2,1,7,1,2006,3,908.0,250.0,63.0,0.0,0.0,0.0,0.0,0.0,7,2007,440000.0,True
475,12,41.0,5330.0,8,5,2000,2000,0.0,1196.0,0.0,298.0,1494.0,1652.0,0.0,0.0,1652.0,1,0,2,0,2,1,6,0,2000,2,499.0,96.0,48.0,0.0,0.0,0.0,0.0,0.0,8,2007,251000.0,True
476,2,80.0,8480.0,5,6,1963,1963,0.0,630.0,0.0,340.0,970.0,970.0,0.0,0.0,970.0,1,0,1,0,2,1,5,0,1996,2,624.0,0.0,24.0,0.0,0.0,192.0,0.0,0.0,7,2007,132500.0,True
477,2,75.0,13125.0,6,5,1997,1998,215.0,994.0,0.0,484.0,1478.0,1493.0,0.0,0.0,1493.0,1,0,2,0,3,1,7,1,1997,2,508.0,140.0,39.0,0.0,0.0,0.0,0.0,0.0,4,2008,208900.0,True
478,6,105.0,13693.0,9,5,2006,2006,772.0,0.0,0.0,2153.0,2153.0,2069.0,574.0,0.0,2643.0,0,0,2,1,3,1,9,1,2006,3,694.0,414.0,84.0,0.0,0.0,0.0,0.0,0.0,3,2007,380000.0,True
479,2,79.0,10637.0,8,5,2007,2008,336.0,1288.0,0.0,417.0,1705.0,1718.0,0.0,0.0,1718.0,1,0,2,0,3,1,7,1,2007,3,826.0,208.0,44.0,0.0,0.0,0.0,0.0,0.0,9,2009,297000.0,True
480,3,50.0,5925.0,4,7,1937,2000,435.0,168.0,0.0,739.0,907.0,1131.0,0.0,0.0,1131.0,0,0,1,0,2,1,7,0,1995,2,672.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,3,2007,89471.0,True
481,2,98.0,16033.0,9,5,2004,2005,378.0,1261.0,0.0,572.0,1833.0,1850.0,0.0,0.0,1850.0,1,0,2,0,3,1,8,1,2004,3,772.0,519.0,112.0,0.0,0.0,0.0,0.0,0.0,3,2006,326000.0,True
482,2,72.0,11846.0,9,5,2003,2004,562.0,1567.0,0.0,225.0,1792.0,1792.0,0.0,0.0,1792.0,1,0,2,0,2,1,6,1,2003,3,874.0,206.0,49.0,0.0,0.0,0.0,0.0,0.0,8,2006,374000.0,True
483,7,50.0,2500.0,7,8,1915,2005,0.0,299.0,0.0,611.0,910.0,916.0,910.0,0.0,1826.0,1,0,1,1,4,1,7,1,1915,1,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,155000.0,True
484,12,32.0,4500.0,6,5,1998,1998,116.0,897.0,0.0,319.0,1216.0,1216.0,0.0,0.0,1216.0,1,0,2,0,2,1,5,0,1998,2,402.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,5,2006,164000.0,True
485,2,70.04995836802665,7758.0,5,7,1962,2001,0.0,588.0,0.0,411.0,999.0,999.0,0.0,0.0,999.0,1,0,1,0,3,1,6,0,1963,1,264.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,3,2007,132500.0,True
486,2,80.0,9600.0,5,7,1950,2007,0.0,607.0,0.0,506.0,1113.0,1113.0,0.0,0.0,1113.0,0,0,1,0,3,1,5,1,1950,1,264.0,0.0,80.0,120.0,0.0,0.0,0.0,0.0,7,2009,147000.0,True
487,2,79.0,10289.0,5,7,1965,1965,168.0,836.0,0.0,237.0,1073.0,1073.0,0.0,0.0,1073.0,1,0,1,1,3,1,6,0,1965,2,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,156000.0,True
488,2,70.0,12243.0,5,6,1971,1971,0.0,998.0,0.0,486.0,1484.0,1484.0,0.0,0.0,1484.0,0,0,2,0,3,1,7,1,1971,2,487.0,224.0,0.0,0.0,0.0,180.0,0.0,0.0,2,2007,175000.0,True
489,19,60.0,10800.0,5,4,1900,1970,0.0,664.0,0.0,290.0,954.0,1766.0,648.0,0.0,2414.0,0,0,2,0,3,2,10,1,1970,2,520.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,160000.0,True
490,18,21.0,1526.0,4,8,1970,2002,0.0,515.0,0.0,115.0,630.0,630.0,0.0,0.0,630.0,1,0,1,0,1,1,3,0,1970,1,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,86000.0,True
491,16,70.04995836802665,2665.0,5,6,1976,1976,0.0,0.0,0.0,264.0,264.0,616.0,688.0,0.0,1304.0,0,0,1,1,3,1,4,1,1976,1,336.0,141.0,24.0,0.0,0.0,0.0,0.0,0.0,6,2008,115000.0,True
492,5,79.0,9490.0,6,7,1941,1950,0.0,403.0,165.0,238.0,806.0,958.0,620.0,0.0,1578.0,1,0,1,0,3,1,5,2,1941,1,240.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8,2006,133000.0,True
493,6,105.0,15578.0,6,5,2006,2006,0.0,0.0,0.0,728.0,728.0,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,8,0,2006,2,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,172785.0,True
494,2,70.0,7931.0,5,6,1960,1960,0.0,374.0,532.0,363.0,1269.0,1269.0,0.0,0.0,1269.0,0,0,1,1,3,1,6,1,1964,1,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,155000.0,True
495,3,50.0,5784.0,5,8,1938,1996,0.0,0.0,0.0,190.0,190.0,886.0,0.0,0.0,886.0,0,0,1,0,2,1,4,0,1938,1,273.0,144.0,20.0,80.0,0.0,0.0,0.0,0.0,12,2009,91300.0,True
496,3,60.0,7879.0,4,5,1920,1950,0.0,495.0,0.0,225.0,720.0,720.0,0.0,0.0,720.0,0,0,1,0,2,1,4,0,-1,0,0.0,0.0,523.0,115.0,0.0,0.0,0.0,0.0,11,2009,34900.0,False
